name,position,height/m,nationality,injury_history,apparence
Senne Lynen,Defensive Midfield,1.85,Belgium,"[-1, 15, 688, 272, 822, 16]","(235, 16383)"
Skelly Alvero,Defensive Midfield,2.02,France,"[-1, 4, 77, 11, 1, 26, 164, 18, 115, 7]","(101, 6057)"
Jens Stage,Central Midfield,1.87,Denmark,"[-1, 4, 55, 16, 296, 33, 10, 13, 83, 6, 85, 54, 87, 20, 45, 25, 101, 34, 888, 14, 9, 18, 73, 12]","(311, 22357)"
Leonardo Bittencourt,Central Midfield,1.71,Germany,"[-1, 8, 39, 32, 130, 8, 42, 25, 389, 15, 493, 5, 140, 29, 157, 8, 42, 8, 39, 4, 235, 18, 18, 74, 0, 15, 28, 47, 224, 4, 4, 4, 4, 36, 0, 50, 171, 12, 45, 26, 119, 8, 157, 15, 483, 12, 108, 12, 80, 89, 17, 5, 136, 15, 151, 32, 11, 8, 102, 4, 41, 10, 322, 6, 303, 30, 23, 13]","(453, 28613)"
Romano Schmid,Attacking Midfield,1.68,Austria,"[-1, 12, 714, 11, 294, 8, 147, 35, 28, 6, 696, 7, 13, 8]","(285, 20666)"
Leon Opitz,Attacking Midfield,1.83,Germany,"[-1, 106, 244, 13, 152, 20]","(87, 6614)"
Patrice Covic,Attacking Midfield,,Croatia,"[-1, 4]","(51, 4430)"
Marco Grüll,Left Winger,1.82,Austria,"[-1, 8, 848, 8, 607, 16, 104, 6]","(348, 27418)"
Abdenego Nankishi,Left Winger,1.78,Germany,"[-1, 26, 121, 42, 1, 15, 0, 22, 26, 24, 310, 65, 198, 27, 78, 15, 210, 24, 161, 8]","(113, 7092)"
Justin Njinmah,Right Winger,1.85,Germany,"[-1, 29, 744, 7, 513, 11, 1, 17, 1, 30, 120, 37, 50, 29, 52, 4]","(136, 8090)"
Marvin Ducksch,Centre-Forward,1.88,Germany,"[-1, 5, 35, 200, 123, 4, 228, 11, 238, 29, 46, 32, 14, 1, 11, 179, 158, 19, 286, 25, 788, 20, 352, 15, 324, 8, 86, 5, 300, 12, 141, 4, 379, 14, 529, 15, 68, 44]","(459, 34190)"
André Silva,Centre-Forward,1.86,Portugal,"[-1, 30, 435, 10, 662, 13, 136, 8, 4, 120, 75, 16, 139, 15, 252, 5, 65, 7, 313, 6, 509, 116, 23, 44, 37, 373, 5, 17]","(445, 28066)"
Keke Topp,Centre-Forward,1.92,Germany,"[-1, 9, 41, 76, 0, 15]","(95, 4947)"
Oliver Burke,Centre-Forward,1.88,Scotland,"[-1, 5, 24, 8, 55, 5, 170, 13, 856, 40, 180, 10, 72, 1, 267, 48, 833, 48, 150, 16, 64, 7, 64, 5, 98, 16]","(283, 12209)"
Finn Dahmen,Goalkeeper,1.86,Germany,"[-1, 123, 93, 30]","(182, 16397)"
Nediljko Labrovic,Goalkeeper,1.96,Croatia,[-1],"(200, 18150)"
Daniel Klein,Goalkeeper,1.93,Germany,"[-1, 72, 1090, 302, 1451, 44]","(130, 11523)"
Chrislain Matsima,Centre-Back,1.93,France,"[-1, 11, 247, 8]","(116, 7974)"
Keven Schlotterbeck,Centre-Back,1.88,Germany,"[-1, 46, 0, 6, 32, 6, 348, 13, 328, 8, 21, 7, 425, 14, 264, 15, 246, 19, 59, 28, 0, 4, 22, 10]","(252, 19735)"
Noahkai Banks,Centre-Back,1.93,United States,"[-1, 17, 0, 4]","(67, 5319)"
Cédric Zesiger,Centre-Back,1.94,Switzerland,"[-1, 36, 747, 4, 62, 8, 481, 5, 94, 5, 199, 78, 142, 13, 996, 6]","(311, 25264)"
Jeffrey Gouweleeuw,Centre-Back,1.88,Netherlands,"[-1, 71, 63, 29, 4, 29, 287, 60, 301, 47, 42, 3, 68, 105, 673, 22, 81, 3, 1, 8, 572, 73]","(477, 41775)"
Reece Oxford,Centre-Back,1.9,England,"[-1, 67, 49, 15, 147, 15, 137, 15, 56, 53, 322, 15, 200, 15, 77, 18, 515, 46, 98, 15, 207, 123, 59, 66, 2, 8, 16, 91, 7, 360, 1, 333]","(157, 10894)"
Dimitrios Giannoulis,Left-Back,1.78,Greece,"[-1, 25, 615, 71, 241, 4, 269, 49, 208, 17]","(350, 27501)"
Mads Pedersen,Left-Back,1.78,Denmark,"[-1, 53, 91, 26, 189, 92, 434, 11, 266, 40, 77, 11, 385, 8, 200, 4, 97, 14, 303, 11, 282, 31, 20, 58, 0, 5, 13, 30]","(216, 14610)"
Marius Wolf,Right-Back,1.88,Germany,"[-1, 22, 266, 1, 262, 12, 35, 32, 0, 5, 66, 15, 312, 4, 42, 96, 0, 32, 46, 4, 81, 4, 28, 1, 11, 4, 56, 8, 161, 22, 32, 15, 133, 8, 322, 32, 28, 5, 3, 43, 389, 18, 84, 22, 39, 8, 262, 8, 7, 8, 14, 61, 95, 6, 239, 4, 398, 4, 117, 5]","(390, 25047)"
Robert Gumny,Right-Back,1.82,Poland,"[-1, 138, 101, 12, 276, 215, 598, 29, 158, 11, 56, 15, 388, 9, 113, 190, 1, 58, 0, 4, 0, 5, 41, 9, 12, 41, 1, 15]","(236, 17320)"
Henri Koudossou,Right-Back,1.8,Germany,"[-1, 23, 12, 28, 0, 8]","(146, 9360)"
Kristijan Jakic,Defensive Midfield,1.84,Croatia,"[-1, 22, 129, 15, 7, 124, 332, 22, 417, 11, 42, 22, -7, 8, 256, 15, 195, 38, 101, 7, 6, 43, 42, 19, 106, 84, 55, 9, 82, 5, 55, 8]","(297, 20563)"
Mahmut Kücüksahin,Defensive Midfield,1.82,Türkiye,"[-1, 336, 397, 15]","(83, 6373)"
Frank Onyeka,Central Midfield,1.83,Nigeria,"[-1, 53, 199, 77, 38, 16]","(263, 16946)"
Arne Maier,Central Midfield,1.86,Germany,"[-1, 43, 301, 4, 14, 12, 56, 22, 178, 12, 24, 5, 49, 15, 45, 64, 60, 95, -3, 18, 49, 19, 49, 18, 74, 11, 91, 19, 0, 15, 42, 15, 115, 5, 119, 11, 0, 12, 91, 8, 59, 8, 0, 8, 231, 5, 373, 48]","(270, 17466)"
Elvis Rexhbecaj,Central Midfield,1.82,Kosovo,"[-1, 13, 629, 15, 392, 91, 1, 41, 180, 5]","(304, 20511)"
Alexis Claude-Maurice,Attacking Midfield,1.76,France,"[-1, 131, 189, 62, 247, 32]","(259, 15878)"
Mert Kömür,Attacking Midfield,1.83,Germany,[-1],"(91, 5955)"
Fredrik Jensen,Attacking Midfield,1.83,Finland,"[-1, 43, 420, 12, 185, 40, 164, 110, 490, 81, 21, 64, 25, 11, 147, 26, 66, 85, 144, 8, 38, 12, 7, 4, 120, 12, 34, 96, 126, 6, 124, 91, 1, 35, 71, 64, 30, 3, 114, 5]","(214, 12441)"
Yusuf Kabadayi,Left Winger,1.86,Germany,"[-1, 95, 190, 36, 57, 83, 331, 51, 323, 9, 0, 169]","(111, 6660)"
Phillip Tietz,Centre-Forward,1.9,Germany,"[-1, 6, 1706, 8, 180, 6, 90, 128, 90, 15, 412, 3]","(348, 23239)"
Mergim Berisha,Centre-Forward,1.88,Germany,"[-1, 12, 658, 11, -7, 5, 0, 113, 119, 15, 822, 15, 140, 54, 115, 33, 440, 33, 187, 252, 203, 52, 0, 8, 18, 40]","(286, 18140)"
Samuel Essende,Centre-Forward,1.93,DR Congo,"[-1, 13]","(252, 14127)"
Steve Mounié,Centre-Forward,1.89,Benin,"[-1, 41, 1737, 50, 17, 31, 830, 3, 2, 4]","(321, 20520)"
Frederik Rönnow,Goalkeeper,1.88,Denmark,"[-1, 372, 1253, 36, 35, 8, 305, 32, 14, 12, 66, 5, 21, 29, 66, 15, 221, 4, 18, 11, 46, 39, 70, 15, 347, 8, 115, 8, 50, 18, 130, 6, 304, 3, 320, 31, 0, 8, 109, 14]","(374, 33509)"
Alexander Schwolow,Goalkeeper,1.9,Germany,"[-1, 71, 430, 8, 1047, 11, 627, 64, 794, 15, 25, 88, 475, 7]","(403, 36125)"
Carl Klaus,Goalkeeper,1.89,Germany,"[-1, 73]","(138, 12276)"
Diogo Leite,Centre-Back,1.9,Portugal,"[-1, 12, 159, 5, 640, 13, 144, 64]","(255, 20500)"
Danilho Doekhi,Centre-Back,1.9,Suriname,"[-1, 8, 122, 29, 182, 8, 175, 12, 342, 6, 53, 69]","(312, 26700)"
Leopold Querfeld,Centre-Back,1.9,Austria,"[-1, 6, 724, 76, 288, 15]","(154, 12205)"
Kevin Vogt,Centre-Back,1.94,Germany,"[-1, 67, 11, 50, 14, 29, 427, 39, 130, 39, 798, 8, 49, 8, 529, 8, 119, 4, 298, 11, 60, 4, 214, 8, 52, 1, 154, 8, 137, 4, 18, 4, 7, 12, 122, 8, 11, 8, 206, 15, 130, 15, 80, 8, 18, 11, 137, 15, 56, 15, 31, 8, 32, 11, 305, 8, 245, 4, -3, 4, 70, 12, 2, 23, 23, 7, 23, 11, 3, 12, 1, 56, 317, 52, 158, 5, 37, 28, 0, 19, 0, 3, 1, 7]","(516, 40755)"
Oluwaseun Ogbemudia,Centre-Back,1.88,Germany,"[-1, 136]","(53, 4382)"
Tom Rothe,Left-Back,1.93,Germany,"[-1, 61, 54, 10, 613, 15]","(125, 9362)"
Jérôme Roussillon,Left-Back,1.75,Guadeloupe,"[-1, 92, 45, 29, 1740, 8, 3, 12, 276, 12, 129, 12, 290, 19, 3, 29, 417, 11, 140, 26, 3, 12, 101, 12, 35, 13, 25, 7, 189, 11, 157, 29, 13, 107]","(338, 24535)"
Josip Juranovic,Right-Back,1.73,Croatia,"[-1, 46, 64, 7, 191, 91, 1, 6, 60, 8, 85, 28]","(321, 25711)"
Christopher Trimmel,Right-Back,1.89,Austria,"[-1, 20, 441, 72, 77, 10, 171, 9, 85, 5, 37, 15, 38, 3, 1, 7, 84, 15, 553, 3, 743, 37, 191, 24, 447, 5, 696, 7, 281, 11, 497, 12, 355, 4]","(604, 45820)"
Aljoscha Kemlein,Defensive Midfield,1.87,Germany,"[-1, 20, 1, 130]","(89, 6287)"
Lucas Tousart,Defensive Midfield,1.84,France,"[-1, 8, 391, 6, 27, 4, 567, 45, 389, 35]","(347, 25648)"
Rani Khedira,Defensive Midfield,1.89,Germany,"[-1, 8, 200, 11, 329, 8, 7, 57, 259, 57, 893, 11, 46, 8, 400, 17, 69, 11, 736, 16, 833, 58, 85, 20]","(462, 35809)"
András Schäfer,Central Midfield,1.78,Hungary,"[-1, 12, 98, 11, 14, 8, 210, 8, 77, 22, 46, 11, 183, 81, 6, 87, 22, 45, 1, 143]","(201, 13709)"
László Bénes,Central Midfield,1.81,Slovakia,"[-1, 78, 42, 32, 109, 4, 284, 169, 0, 22, 39, 63, 28, 33, 171, 3, 268, 9, 73, 7, 25, 5, 186, 49, 803, 12, 131, 31, 110, 4, 183, 17, 214, 7, 10, 3, 47, 4]","(247, 13067)"
Janik Haberer,Central Midfield,1.87,Germany,"[-1, 8, 1144, 5, 108, 2, 96, 3, 844, 24, 1, 8, 274, 8, 18, 195, 1, 14, 949, 15, 191, 29]","(433, 28608)"
Robert Skov,Left Midfield,1.85,Denmark,"[-1, 18, 224, 5, 56, 11, 49, 36, 4, 15, 248, 141, 175, 12, 121, 34, 31, 6, 210, 3, 8, 7, 102, 19, 338, 103]","(321, 21632)"
Woo-yeong Jeong,Attacking Midfield,1.79,"Korea, South","[-1, 109, 284, 15, 119, 4, 595, 5, 339, 19, 343, 5, -2, 5, 644, 9, 97, 93]","(218, 10886)"
David Preu,Left Winger,1.72,Germany,[-1],"(71, 3048)"
Tim Skarke,Right Winger,1.81,Germany,"[-1, 7, 80, 12, 393, 10, 19, 44, 1416, 7, 100, 9, 1, 113, 449, 42, 15, 17]","(231, 11884)"
Benedict Hollerbach,Centre-Forward,1.81,Germany,"[-1, 4, 41, 16, 63, 36, 60, 15]","(237, 14042)"
Marin Ljubicic,Centre-Forward,1.83,Croatia,"[-1, 14, 226, 11]","(159, 8708)"
Andrej Ilic,Centre-Forward,1.89,Serbia,"[-1, 58, 33, 21, 1630, 60, 219, 50, 18, 17]","(185, 13001)"
Kevin Volland,Centre-Forward,1.79,Germany,"[-1, 4, 70, 8, 322, 1, 46, 4, 95, 4, 46, 4, 284, 8, 49, 4, 175, 15, 77, 47, 0, 8, 108, 50, 116, 4, 848, 90, 1, 7, 318, 6, 282, 4, 216, 23, 17, 4, 78, 36, 24, 5, 6, 26, 299, 9, 64, 6, 82, 99, 59, 12]","(564, 42768)"
Ivan Prtajin,Centre-Forward,1.89,Croatia,"[-1, 8, 849, 11, 5, 23, 82, 23, 69, 24, 304, 12, 23, 12, 88, 20]","(263, 18069)"
Kevin Müller,Goalkeeper,1.9,Germany,"[-1, 6, 183, 24, 395, 8, 1103, 7, 652, 4, 2413, 12]","(534, 47996)"
Frank Feller,Goalkeeper,1.83,Germany,[-1],"(47, 4131)"
Vitus Eicher,Goalkeeper,1.91,Germany,"[-1, 30]","(190, 16934)"
Paul Tschernuth,Goalkeeper,1.86,Austria,[-1],"(5, 480)"
Benedikt Gimber,Centre-Back,1.87,Germany,"[-1, 85, 1610, 16, 354, 32, 0, 32, -28, 29, 660, 93]","(317, 25525)"
Patrick Mainka,Centre-Back,1.94,Germany,"[-1, 31, 319, 107]","(459, 40309)"
Tim Siersleben,Centre-Back,1.87,Germany,"[-1, 42, 251, 7]","(207, 16091)"
Thomas Keller,Centre-Back,1.86,Germany,"[-1, 3, 21, 18, 737, 17, 584, 398, 115, 5]","(114, 7090)"
Jonas Föhrenbach,Left-Back,1.84,Germany,"[-1, 10, 186, 25, 74, 27, 64, 37, -35, 36, 554, 15, 13, 50, 47, 7, 2154, 10, 15, 7]","(379, 30240)"
Omar Traoré,Right-Back,1.87,Germany,"[-1, 91, 138, 3, 107, 8, 178, 11, 206, 8, 828, 3]","(275, 19205)"
Marnon Busch,Right-Back,1.82,Germany,"[-1, 16, 5, 183, 245, 10, 13, 28, 0, 4, 42, 36, 25, 15, 605, 5, 315, 54, 65, 31, 1060, 33, 887, 27, 217, 123, 80, 19]","(385, 30556)"
Niklas Dorsch,Defensive Midfield,1.78,Germany,"[-1, 43, 273, 40, 168, 50, 318, 5, 206, 5, 91, 29, 1116, 29, 200, 50, 21, 71, 7, 95, 34, 9, 16, 16, 1, 31, 271, 19, 25, 44, 273, 43]","(308, 22944)"
Julian Niehues,Defensive Midfield,1.95,Germany,"[-1, 24, 1353, 8, 279, 54, 337, 10, 122, 297, 25, 32]","(206, 14359)"
Luka Janes,Defensive Midfield,1.83,Germany,"[-1, 24]","(43, 3260)"
Norman Theuerkauf,Defensive Midfield,1.83,Germany,"[-1, 8, 1706, 62, 397, 8, 260, 28]","(587, 44544)"
Jan Schöppner,Central Midfield,1.9,Germany,"[-1, 52]","(199, 14646)"
Luca Kerber,Central Midfield,1.84,Germany,"[-1, 7, 6, 47, -42, 9, 90, 51, 130, 8, 166, 7]","(167, 11948)"
Frans Krätzig,Left Midfield,1.77,Germany,"[-1, 201, 885, 6, 160, 3, 76, 8]","(107, 6581)"
Paul Wanner,Attacking Midfield,1.85,Germany,"[-1, 8, 161, 13, 1, 94, 84, 5, 533, 15]","(115, 7039)"
Adrian Beck,Attacking Midfield,1.86,Germany,"[-1, 6, 698, 13, 94, 9, 294, 166, 264, 29, 8, 20]","(318, 20127)"
Leo Scienza,Left Winger,1.75,Brazil,"[-1, 66, 493, 4, 11, 15, 8, 7, 88, 9, 356, 4, 393, 4]","(152, 9845)"
Mathias Honsak,Left Winger,1.88,Austria,"[-1, 45, 786, 7, 137, 42, 68, 106, 231, 15, 28, 81, 92, 42, 257, 10, 11, 38, 682, 15, 128, 28, 182, 60, 25, 89, 76, 20, 272, 21, 1, 26, 220, 23, 65, 38, 45, 39]","(295, 16087)"
Christopher Negele,Left Winger,1.72,Germany,"[-1, 14]","(61, 4376)"
Sirlord Conteh,Right Winger,1.78,Germany,"[-1, 95, 1901, 9, 292, 3, 124, 45, 106, 7, 182, 118, -117, 118, 1, 10, 25, 3, 996, 3, 41, 3, 140, 11]","(311, 16957)"
Marvin Pieringer,Centre-Forward,1.91,Germany,"[-1, 36, 55, 10, 242, 57, 189, 18, 372, 21]","(226, 13817)"
Budu Zivzivadze,Centre-Forward,1.89,Georgia,"[-1, 32]","(347, 22949)"
Maximilian Breunig,Centre-Forward,1.95,Germany,"[-1, 233, 1, 32, 307, 8, 49, 15, 14, 15, 21, 3, 140, 58, 58, 17, 62, 12, 109, 92, 395, 8, 43, 38, 390, 14]","(153, 7870)"
Stefan Schimmer,Centre-Forward,1.85,Germany,[-1],"(286, 12906)"
Nikola Vasilj,Goalkeeper,1.93,Bosnia-Herzegovina,"[-1, 6, 68, 48]","(258, 22870)"
Ben Voll,Goalkeeper,1.95,Germany,"[-1, 110, 255, 11, 139, 4, 241, 6, 161, 24, 358, 66]","(140, 12478)"
Eric Oelschlägel,Goalkeeper,1.93,Germany,"[-1, 88, 505, 109, 807, 10]","(231, 20462)"
Sascha Burchert,Goalkeeper,1.87,Germany,"[-1, 83, 147, 4, 1729, 63, 278, 109, 344, 15, 1592, 8, 492, 14, 969, 97, 1, 232]","(301, 26952)"
Sören Ahlers,Goalkeeper,1.94,Germany,"[-1, 15, 593, 113, 37, 103, 1, 16, 1, 217, 0, 103]","(98, 8503)"
Eric Smith,Centre-Back,1.92,Sweden,"[-1, 49, 16, 53, 1709, 53, 133, 76, 100, 15, 20, 44, 86, 6, 191, 6, 249, 10, 117, 26, 20, 19, 155, 9]","(309, 22833)"
David Nemeth,Centre-Back,1.91,Austria,"[-1, 13, 411, 34, 170, 28, 89, 45, 61, 236]","(149, 12425)"
Siebe Van der Heyden,Centre-Back,1.85,Belgium,"[-1, 8, 1404, 11, 122, 34, 641, 8]","(182, 14096)"
Hauke Wahl,Centre-Back,1.89,Germany,"[-1, 186]","(432, 37541)"
Karol Mets,Centre-Back,1.91,Estonia,"[-1, 38, 2511, 189]","(508, 43062)"
Adam Dzwigala,Centre-Back,1.85,Poland,"[-1, 6, 94, 38, 138, 21, 638, 11]","(239, 14389)"
Muhammad Dahaba,Centre-Back,1.94,Germany,[-1],"(87, 6879)"
Philipp Treu,Left-Back,1.73,Germany,"[-1, 63, 199, 60, 327, 17, 547, 9, 13, 97, 106, 18]","(197, 14622)"
Lars Ritzka,Left-Back,1.85,Germany,"[-1, 9, 99, 1, 43, 9, 366, 6, 981, 13, 3, 10, 67, 4]","(292, 21023)"
Manolis Saliakas,Right-Back,1.77,Greece,"[-1, 28, 52, 15, 1639, 5, 286, 49, 167, 25]","(370, 27791)"
Fin Stevens,Right-Back,1.79,Wales,[-1],"(62, 3851)"
James Sands,Defensive Midfield,1.86,United States,"[-1, 32, 1150, 79, 964, 11, 533, 104]","(194, 15334)"
Marwin Schmitz,Defensive Midfield,1.8,Germany,[-1],"(59, 4665)"
Robert Wagner,Central Midfield,1.81,Germany,"[-1, 8, 553, 5, 110, 3, 109, 6, 197, 96, 0, 26, 21, 3]","(127, 9957)"
Connor Metcalfe,Central Midfield,1.83,Australia,"[-1, 9, 874, 7, 18, 118, 0, 16, 0, 6, 10, 13]","(156, 9593)"
Jackson Irvine,Central Midfield,1.89,Australia,"[-1, 8, 311, 8, 59, 23, 1902, 51, 207, 9, 1, 7, 424, 56, 46, 19, 131, 6, -5, 6, 427, 16, 1, 31]","(414, 34647)"
Carlo Boukhalfa,Central Midfield,1.86,Germany,"[-1, 94, 161, 10, 919, 25, 163, 10, 139, 13]","(216, 12662)"
Erik Ahlstrand,Central Midfield,1.84,Sweden,"[-1, 40]","(162, 10541)"
Danel Sinani,Attacking Midfield,1.85,Luxembourg,"[-1, 40]","(310, 19882)"
Noah Weißhaupt,Left Winger,1.81,Germany,"[-1, 29, 126, 29, 378, 25, 568, 6, 87, 52]","(218, 12730)"
Elias Saad,Left Winger,1.85,Tunisia,"[-1, 44, 105, 49, 201, 7, 541, 4, 140, 87, 0, 20, 104, 26]","(166, 12241)"
Romeo Aigbekaen,Left Winger,1.89,Germany,"[-1, 47, 1, 76, 67, 6, 120, 8, 11, 13, 30, 4, 100, 6]","(68, 3517)"
Oladapo Afolayan,Right Winger,1.8,England,"[-1, 32]","(286, 18764)"
Morgan Guilavogui,Right Winger,1.89,Guinea,"[-1, 6, 984, 7, 126, 59]","(199, 11644)"
Scott Banks,Right Winger,1.83,Scotland,"[-1, 23, 70, 51, 199, 255, 168, 50, 113, 7]","(118, 6217)"
Johannes Eggestein,Centre-Forward,1.83,Germany,"[-1, 19, 94, 5, 10, 83, 561, 6, 31, 5, 81, 12, 2090, 6]","(320, 20752)"
Abdoulie Ceesay,Centre-Forward,1.85,The Gambia,[-1],"(30, 1554)"
Andreas Albers,Centre-Forward,1.93,Denmark,"[-1, 24, 1096, 17, 426, 8, 28, 9]","(480, 31052)"
Simon Zoller,Centre-Forward,1.79,Germany,"[-1, 36, 256, 18, 88, 8, 42, 4, 4, 4, 182, 19, 91, 29, 399, 11, 147, 19, 42, 43, 105, 11, 336, 47, 66, 5, 31, 19, 259, 71, 210, 15, 185, 187, 0, 15, 196, 11, 114, 41, 252, 67, 44, 41, 1, 56, 22, 344]","(384, 24067)"
Timo Horn,Goalkeeper,1.92,Germany,"[-1, 15, 1663, 4, 21, 1, 469, 22, 49, 103, 0, 15, 0, 4, 172, 11, 1537, 39, 91, 8, 172, 15, 537, 22]","(425, 38380)"
Patrick Drewes,Goalkeeper,1.94,Germany,"[-1, 43, 1281, 40, 0, 15, 3, 5, 14, 8, 84, 78, 836, 15, 392, 18, 831, 4]","(334, 30013)"
Paul Grave,Goalkeeper,1.93,Germany,"[-1, 130, 39, 57, 164, 181]","(88, 7939)"
Bernardo,Centre-Back,1.86,Brazil,"[-1, 43, 80, 19, 133, 15, 0, 8, 112, 6, 383, 35, 208, 94, 421, 44, 132, 17, 42, 6, 11, 11, 43, 96, 165, 14, 720, 98, 111, 28]","(249, 17979)"
Tim Oermann,Centre-Back,1.89,Germany,"[-1, 26, -10, 15, 89, 9, 82, 18, 4, 31, 276, 7]","(106, 8090)"
Erhan Masovic,Centre-Back,1.89,Serbia,"[-1, 8, 94, 5, 161, 18, 395, 10, 437, 6]","(201, 13435)"
Jakov Medic,Centre-Back,1.93,Croatia,"[-1, 3, 42, 15, 930, 78, -41, 10, 443, 9, 34, 6, 243, 9]","(181, 14417)"
Ivan Ordets,Centre-Back,1.95,Ukraine,"[-1, 12, 553, 25, 137, 15, 703, 19, 255, 40, 38, 187, 10, 57, 1313, 4, 81, 4, 25, 8, 243, 80, 209, 55, 113, 4, 32, 10, 66, 15]","(288, 24219)"
Mohammed Tolba,Centre-Back,1.85,Germany,"[-1, 217, 0, 39, 7, 161, 313, 11]","(43, 3570)"
Maximilian Wittek,Left-Back,1.73,Germany,"[-1, 57, 742, 15, 126, 18, 116, 5, 48, 6, 126, 2, 559, 3, 5, 21, 50, 15, 7, 27, 93, 16, 5, 18, 100, 6, 194, 66, 533, 11, 156, 71]","(400, 33273)"
Felix Passlack,Right-Back,1.7,Germany,"[-1, 8, 689, 1, 186, 4, 473, 1, 1305, 8, 452, 29, 1020, 4, 5, 20]","(240, 17680)"
Cristian Gamboa,Right-Back,1.75,Costa Rica,"[-1, 67, 333, 20, 450, 7, 355, 28, 492, 10, 37, 17, -15, 9, 100, 44, 160, 14, 296, 65]","(323, 23781)"
Ibrahima Sissoko,Defensive Midfield,1.93,Mali,"[-1, 53, 232, 16, 130, 9, 175, 15]","(264, 18491)"
Anthony Losilla,Defensive Midfield,1.85,France,"[-1, 8, 1119, 30, 1914, 8, 641, 6, 425, 9]","(654, 56433)"
Niklas Jahn,Defensive Midfield,1.72,Germany,[-1],"(109, 8883)"
Tom Krauß,Central Midfield,1.82,Germany,"[-1, 4, 158, 5, 489, 46, 242, 15]","(271, 20059)"
Matus Bero,Central Midfield,1.81,Slovakia,"[-1, 7, 38, 11, 20, 31, 0, 10, 388, 33, 260, 25, 218, 9, 185, 63, 161, 29, 87, 10, 207, 7, 120, 9, 54, 8, 373, 5, 134, 9, 39, 62, 98, 18, 201, 20]","(367, 27747)"
Mats Pannewig,Central Midfield,1.95,Germany,"[-1, 76, 1, 74, 481, 17]","(61, 3676)"
Koji Miyoshi,Right Midfield,1.67,Japan,"[-1, 56, 14, 16, 614, 60, 284, 201, 519, 3, 179, 51]","(272, 14295)"
Dani de Wit,Attacking Midfield,1.84,Netherlands,"[-1, 4, 638, 69, 76, 9, 620, 111]","(358, 25946)"
Lennart Koerdt,Attacking Midfield,1.87,Germany,[-1],"(91, 6846)"
Georgios Masouras,Left Winger,1.84,Greece,"[-1, 14, 313, 27, 182, 7, 66, 6, 826, 24]","(445, 26667)"
Gerrit Holtmann,Left Winger,1.85,Philippines,"[-1, 32, 683, 36, 84, 11, 39, 8, 14, 25, 91, 5, 203, 120, 70, 46, 928, 15, 24, 5, 24, 5, 59, 15, 14, 5, 115, 8, 18, 4, 11, 4, 147, 22, 177, 18, 38, 4, 2, 21, 177, 46, 168, 20, 56, 11]","(289, 16991)"
Samuel Bamba,Right Winger,1.79,Germany,"[-1, 22, 14, 78, 139, 16, 403, 17, 207, 4]","(120, 6796)"
Myron Boadu,Centre-Forward,1.81,Netherlands,"[-1, 253, 149, 212, 142, 10, 404, 11, 317, 6, 113, 51, 142, 55, 50, 7, 135, 14, 216, 43, 105, 34, 159, 61, 62, 30]","(213, 12139)"
Moritz Broschinski,Centre-Forward,1.9,Germany,"[-1, 101, 76, 240, 174, 80, 313, 11]","(154, 7025)"
Philipp Hofmann,Centre-Forward,1.95,Germany,"[-1, 24, 1357, 4, 1464, 25]","(493, 34485)"
Timon Weiner,Goalkeeper,1.91,Germany,"[-1, 116, 85, 12, 193, 77, 558, 23]","(202, 18205)"
Thomas Dähne,Goalkeeper,1.93,Germany,"[-1, 44, 222, 19, 36, 23, 386, 13, 1591, 20, 722, 9, 754, 5, 67, 105, 155, 4, 17, 110]","(324, 28852)"
Marcel Engelhardt,Goalkeeper,1.91,Germany,"[-1, 51, 1301, 34, 1247, 23]","(245, 21959)"
Marko Ivezic,Centre-Back,1.91,Serbia,[-1],"(162, 12403)"
David Zec,Centre-Back,1.9,Slovenia,"[-1, 7]","(206, 17301)"
Colin Kleine-Bekel,Centre-Back,1.92,Germany,"[-1, 404, 0, 62]","(115, 9810)"
Timo Becker,Centre-Back,1.9,Germany,"[-1, 25, 354, 11, 105, 19, 563, 8, 681, 5, 541, 8, 57, 85, 185, 48, 103, 3, 160, 51, 152, 34]","(301, 22766)"
Max Geschwill,Centre-Back,1.85,Germany,"[-1, 48, 1, 21, 17, 12, 175, 20, 315, 57, 124, 23, 23, 14, 190, 28, 101, 79, 248, 5, 2, 14]","(179, 13476)"
Marco Komenda,Centre-Back,1.84,Germany,"[-1, 13, 361, 3, 498, 9, 133, 8, 115, 35, 237, 161, 54, 16, 156, 122, 1, 63, 657, 7, 40, 4, 87, 74]","(251, 19533)"
Ivan Nekic,Centre-Back,1.85,Croatia,"[-1, 103]","(116, 8944)"
Carl Johansson,Centre-Back,1.94,Sweden,"[-1, 300, 1412, 101, 777, 48, 85, 84, 160, 11, 36, 26, 2, 28, 12, 9, 30, 49]","(273, 21953)"
John Tolkin,Left-Back,1.7,United States,"[-1, 12, 676, 25]","(172, 13937)"
Dominik Javorcek,Left-Back,1.83,Slovakia,"[-1, 26, 95, 77, 12, 31, 93, 391]","(117, 6810)"
Lasse Rosenboom,Right-Back,1.9,Germany,"[-1, 70]","(146, 10791)"
Patrick Erras,Defensive Midfield,1.96,Germany,"[-1, 292, 477, 38, 556, 10, 307, 15, 65, 86, 701, 7, 144, 12, 35, 66, 304, 9, 0, 5, 63, 179]","(268, 19904)"
